Profile 1             
x       y           
[m]     [m]         
0  0            
9.8792989e-008  0            
1.9758598e-007  0            
2.9637897e-007  0            
3.9517196e-007  0            
4.9396495e-007  0            
5.9275794e-007  0.010458964            
6.9155093e-007  0.03072483            
7.9034392e-007  0.024281692            
8.891369e-007  0.0051372997            
9.8792989e-007  0            
1.0867229e-006  0.00058076684            
1.1855159e-006  0.0068211204            
1.2843089e-006  0.019249767            
1.3831019e-006  0.014167934            
1.4818948e-006  0            
1.5806878e-006  0            
1.6794808e-006  0            
1.7782738e-006  0            
1.8770668e-006  0            
1.9758598e-006  0            
2.0746528e-006  0            
2.1734458e-006  0.0010762812            
2.2722388e-006  0.011282243            
2.3710317e-006  0.034421737            
2.4698247e-006  0.013158998            
2.5686177e-006  0            
2.6674107e-006  0            
2.7662037e-006  0.00046450927            
2.8649967e-006  0.007243424            
2.9637897e-006  0.029004253            
3.0625827e-006  0.017548096            
3.1613757e-006  0            
3.2601687e-006  0            
3.3589616e-006  0            
3.4577546e-006  0            
3.5565476e-006  0            
3.6553406e-006  0            
3.7541336e-006  0            
3.8529266e-006  0.0065378031            
3.9517196e-006  0.045479123            
4.0505126e-006  0.034771709            
4.1493056e-006  0.0028455784            
4.2480985e-006  0            
4.3468915e-006  0            
4.4456845e-006  0.0050378842            
4.5444775e-006  0.028723486            
4.6432705e-006  0.021967658            
4.7420635e-006  0.011880479            
4.8408565e-006  0.0017435999            
4.9396495e-006  0            
5.0384425e-006  0            
5.1372354e-006  0            
5.2360284e-006  0            
5.3348214e-006  0            
5.4336144e-006  0            
5.5324074e-006  0.021899857            
5.6312004e-006  0.016798563            
5.7299934e-006  0.0034048285            
5.8287864e-006  0            
5.9275794e-006  0            
6.0263724e-006  0.0021135494            
6.1251653e-006  0.013287839            
6.2239583e-006  0.012012171            
6.3227513e-006  0.0060389817            
6.4215443e-006  0.0016390282            
6.5203373e-006  0            
6.6191303e-006  0            
6.7179233e-006  0            
6.8167163e-006  0            
6.9155093e-006  -7.3142413e-009            
7.0143022e-006  -4.0691095e-008            
7.1130952e-006  -4.8025628e-008            
