Profile 1             
x       y           
[m]     [m]         
0  3.0377358e-007            
1.008543e-007  2.7623808e-007            
2.0170859e-007  1.7745045e-007            
3.0256289e-007  1.2496035e-007            
4.0341718e-007  1.1646905e-007            
5.0427148e-007  1.1419339e-007            
6.0512577e-007  1.1261123e-007            
7.0598007e-007  1.1328218e-007            
8.0683436e-007  1.6936177e-007            
9.0768866e-007  2.4403029e-007            
1.008543e-006  2.6423894e-007            
1.1093972e-006  2.5003195e-007            
1.2102515e-006  1.5953313e-007            
1.3111058e-006  1.0583604e-007            
1.4119601e-006  1.2709737e-007            
1.5128144e-006  2.2074614e-007            
1.6136687e-006  2.5646859e-007            
1.714523e-006  2.2336049e-007            
1.8153773e-006  1.2336426e-007            
1.9162316e-006  1.0427209e-007            
2.0170859e-006  1.019869e-007            
2.1179402e-006  1.025045e-007            
2.2187945e-006  1.0234045e-007            
2.3196488e-006  9.9848344e-008            
2.4205031e-006  1.7767963e-007            
2.5213574e-006  2.4597173e-007            
2.6222117e-006  2.4819626e-007            
2.723066e-006  2.2147403e-007            
2.8239203e-006  1.0915004e-007            
2.9247746e-006  9.4781845e-008            
3.0256289e-006  1.7853552e-007            
3.1264832e-006  2.431021e-007            
3.2273374e-006  2.5373042e-007            
3.3281917e-006  1.8399641e-007            
3.429046e-006  1.0187045e-007            
3.5299003e-006  9.6179809e-008            
3.6307546e-006  9.4662193e-008            
3.7316089e-006  9.0998701e-008            
3.8324632e-006  8.8221786e-008            
3.9333175e-006  8.707084e-008            
4.0341718e-006  2.0124661e-007            
4.1350261e-006  2.4914184e-007            
4.2358804e-006  2.3911338e-007            
4.3367347e-006  2.1574849e-007            
4.437589e-006  9.9534221e-008            
4.5384433e-006  9.0218161e-008            
4.6392976e-006  1.5468443e-007            
4.7401519e-006  2.2774403e-007            
4.8410062e-006  2.3760875e-007            
4.9418605e-006  2.0584917e-007            
5.0427148e-006  9.1207631e-008            
5.1435691e-006  7.3579614e-008            
5.2444234e-006  6.5531614e-008            
5.3452776e-006  6.6779711e-008            
5.4461319e-006  6.8952833e-008            
5.5469862e-006  7.1150681e-008            
5.6478405e-006  9.5712867e-008            
5.7486948e-006  2.1536033e-007            
5.8495491e-006  2.3405462e-007            
5.9504034e-006  2.1899398e-007            
6.0512577e-006  1.3855999e-007            
6.152112e-006  8.3070896e-008            
6.2529663e-006  1.0285606e-007            
6.3538206e-006  1.9335085e-007            
6.4546749e-006  2.243461e-007            
6.5555292e-006  2.1898944e-007            
6.6563835e-006  1.5110369e-007            
6.7572378e-006  8.9321439e-008            
6.8580921e-006  9.9840802e-008            
6.9589464e-006  1.108374e-007            
7.0598007e-006  1.1644509e-007            
7.160655e-006  1.1957753e-007            
7.2615093e-006  1.3343507e-007            
7.3623636e-006  1.9685521e-007            
7.4632178e-006  2.7888902e-007            
7.5640721e-006  2.6231483e-007            
7.6649264e-006  1.913085e-007            
7.7657807e-006  1.2390881e-007            
7.866635e-006  1.676957e-007            
7.9674893e-006  2.6122255e-007            
8.0683436e-006  2.8192256e-007            
8.1691979e-006  2.4078859e-007            
8.2700522e-006  1.5953644e-007            
8.3709065e-006  1.3700588e-007            
8.4717608e-006  1.2054765e-007            
