Profile 1             
x       y           
[m]     []         
0  0.0062661436            
1.0068198e-007  0.0061300949            
2.0136396e-007  0.0057671405            
3.0204594e-007  0.0054303074            
4.0272793e-007  0.0058277014            
5.0340991e-007  0.0064140625            
6.0409189e-007  0.0088599455            
7.0477387e-007  0.017025641            
8.0545585e-007  0.0097491238            
9.0613783e-007  0.0068386379            
1.0068198e-006  0.0083901841            
1.1075018e-006  0.0077307046            
1.2081838e-006  0.010845987            
1.3088658e-006  0.025547293            
1.4095477e-006  0.012075205            
1.5102297e-006  0.0067475647            
1.6109117e-006  0.0070392223            
1.7115937e-006  0.0061593067            
1.8122757e-006  0.0058238644            
1.9129576e-006  0.0064277894            
2.0136396e-006  0.0068534615            
2.1143216e-006  0.010014704            
2.2150036e-006  0.019094741            
2.3156856e-006  0.031362411            
2.4163676e-006  0.0090201286            
2.5170495e-006  0.0096568428            
2.6177315e-006  0.011595863            
2.7184135e-006  0.011112622            
2.8190955e-006  0.031917065            
2.9197775e-006  0.04751991            
3.0204594e-006  0.0099491428            
3.1211414e-006  0.0087022583            
3.2218234e-006  0.0091985564            
3.3225054e-006  0.0072655758            
3.4231874e-006  0.007075705            
3.5238693e-006  0.0087296138            
3.6245513e-006  0.0085705744            
3.7252333e-006  0.0098923307            
3.8259153e-006  0.016772048            
3.9265973e-006  0.027879088            
4.0272793e-006  0.0058914344            
4.1279612e-006  0.0085940116            
4.2286432e-006  0.0098749893            
4.3293252e-006  0.0099369167            
4.4300072e-006  0.021399781            
4.5306892e-006  0.03963276            
4.6313711e-006  0.008215144            
4.7320531e-006  0.008694705            
4.8327351e-006  0.0093794664            
4.9334171e-006  0.0079649631            
5.0340991e-006  0.0064647575            
5.134781e-006  0.0096581907            
5.235463e-006  0.010422718            
5.336145e-006  0.010183734            
5.436827e-006  0.013066104            
5.537509e-006  0.020433516            
5.638191e-006  0.021228598            
5.7388729e-006  0.0064483932            
5.8395549e-006  0.0079905398            
5.9402369e-006  0.0077484798            
6.0409189e-006  0.011040411            
6.1416009e-006  0.032751511            
6.2422828e-006  0.028340443            
6.3429648e-006  0.00748452            
6.4436468e-006  0.0078920414            
6.5443288e-006  0.0072589437            
6.6450108e-006  0.005844274            
6.7456927e-006  0.0079481124            
6.8463747e-006  0.0081470037            
6.9470567e-006  0.0077187128            
7.0477387e-006  0.0086102099            
7.1484207e-006  0.01159128            
7.2491027e-006  0.012449716            
7.3497846e-006  0.0059766085            
7.4504666e-006  0.0055495117            
7.5511486e-006  0.0058225221            
7.6518306e-006  0.0079644888            
7.7525126e-006  0.015408597            
7.8531945e-006  0.015030318            
7.9538765e-006  0.0058715735            
8.0545585e-006  0.0062385177            
8.1552405e-006  0.0060076136            
8.2559225e-006  0.0055233446            
8.3566045e-006  0.0059164923            
8.4572864e-006  0.0059984408            
