Profile 1             
x       y           
[m]     [m]         
0  0            
5,0274434e-008  0            
1,0054887e-007  0            
1,508233e-007  0            
2,0109774e-007  0            
2,5137217e-007  0,0033392452            
3,016466e-007  0,017414165            
3,5192104e-007  0,024138394            
4,0219547e-007  0,027923538            
4,524699e-007  0,032893589            
5,0274434e-007  0,013258607            
5,5301877e-007  0,0065887487            
6,0329321e-007  0,0025916424            
6,5356764e-007  0,00032433817            
7,0384207e-007  0            
7,5411651e-007  0            
8,0439094e-007  0            
8,5466538e-007  0,0010135375            
9,0493981e-007  0,0088840215            
9,5521424e-007  0,0093796652            
1,0054887e-006  0,009196003            
1,0557631e-006  0,0097288754            
1,1060375e-006  0,0066351561            
1,156312e-006  0,0062095385            
1,2065864e-006  0,0021600629            
1,2568608e-006  0,00020132343            
1,3071353e-006  0            
1,3574097e-006  0            
1,4076841e-006  0            
1,4579586e-006  0            
1,508233e-006  0            
1,5585074e-006  0            
1,6087819e-006  0            
1,6590563e-006  0            
1,7093308e-006  0            
1,7596052e-006  0            
1,8098796e-006  0,0026949395            
1,8601541e-006  0,04461119            
1,9104285e-006  0,060952379            
1,9607029e-006  0,082098794            
2,0109774e-006  0,10123903            
2,0612518e-006  0,041026152            
2,1115262e-006  0,011258974            
2,1618007e-006  0,00092209331            
2,2120751e-006  1,7575009e-005            
2,2623495e-006  0            
2,312624e-006  0            
2,3628984e-006  0            
2,4131728e-006  0            
2,4634473e-006  0            
2,5137217e-006  0            
2,5639961e-006  0            
2,6142706e-006  0            
2,664545e-006  0            
2,7148194e-006  0            
2,7650939e-006  0            
2,8153683e-006  7,1519274e-005            
2,8656427e-006  0,0026000873            
2,9159172e-006  0,01643231            
2,9661916e-006  0,015671154            
3,016466e-006  0,015334848            
3,0667405e-006  0,013490192            
3,1170149e-006  0,0077442828            
3,1672893e-006  0,0059669984            
3,2175638e-006  0            
3,2678382e-006  0            
3,3181126e-006  0            
3,3683871e-006  0            
3,4186615e-006  0,0002009941            
3,4689359e-006  0,0036583915            
3,5192104e-006  0,017975463            
3,5694848e-006  0,020633066            
3,6197592e-006  0,021250393            
3,6700337e-006  0,013267274            
3,7203081e-006  0,0076696085            
3,7705825e-006  0,0043921268            
3,820857e-006  0            
3,8711314e-006  0            
3,9214058e-006  0            
3,9716803e-006  0            
4,0219547e-006  0            
4,0722291e-006  0            
4,1225036e-006  0            
4,172778e-006  0            
4,2230524e-006  0            
4,2733269e-006  0            
4,3236013e-006  0            
4,3738757e-006  0            
4,4241502e-006  0,0011993007            
4,4744246e-006  0,0060124488            
4,524699e-006  0,0079443054            
4,5749735e-006  0,011404734            
4,6252479e-006  0,013596907            
4,6755223e-006  0,0089963426            
4,7257968e-006  0,005661185            
4,7760712e-006  0,0067352233            
4,8263456e-006  0,0081490071            
4,8766201e-006  0,0071932685            
4,9268945e-006  0,0070536492            
4,9771689e-006  0,0078823527            
