Profile 1             
x       y           
[m]     [m]         
0  0            
5,0274434e-008  0            
1,0054887e-007  0            
1,508233e-007  0            
2,0109774e-007  0            
2,5137217e-007  0,0054803827            
3,016466e-007  0,0078511902            
3,5192104e-007  0,0081071229            
4,0219547e-007  0,0087805075            
4,524699e-007  0,0090466174            
5,0274434e-007  0,0067552478            
5,5301877e-007  0,0053166693            
6,0329321e-007  0,005357306            
6,5356764e-007  0,0018073501            
7,0384207e-007  0,00044595773            
7,5411651e-007  0,00022275369            
8,0439094e-007  0,00016669509            
8,5466538e-007  0,0048345605            
9,0493981e-007  0,0056705104            
9,5521424e-007  0,0052781963            
1,0054887e-006  0,0054988604            
1,0557631e-006  0,0065813472            
1,1060375e-006  0,0053051123            
1,156312e-006  0,0046405577            
1,2065864e-006  0,0043023816            
1,2568608e-006  0,00057265602            
1,3071353e-006  0            
1,3574097e-006  0            
1,4076841e-006  0            
1,4579586e-006  0            
1,508233e-006  0            
1,5585074e-006  0            
1,6087819e-006  0            
1,6590563e-006  0            
1,7093308e-006  0            
1,7596052e-006  0            
1,8098796e-006  0,024158361            
1,8601541e-006  0,035184958            
1,9104285e-006  0,042120812            
1,9607029e-006  0,056063569            
2,0109774e-006  0,066889225            
2,0612518e-006  0,013043041            
2,1115262e-006  0,0074281613            
2,1618007e-006  0,0041602372            
2,2120751e-006  0,00012207994            
2,2623495e-006  0            
2,312624e-006  0            
2,3628984e-006  0            
2,4131728e-006  0            
2,4634473e-006  0            
2,5137217e-006  0            
2,5639961e-006  0            
2,6142706e-006  0            
2,664545e-006  0            
2,7148194e-006  0            
2,7650939e-006  0            
2,8153683e-006  0,00026185268            
2,8656427e-006  0,0073222593            
2,9159172e-006  0,0069694256            
2,9661916e-006  0,0082028583            
3,016466e-006  0,011274992            
3,0667405e-006  0,013279528            
3,1170149e-006  0,0062390308            
3,1672893e-006  0,0060742115            
3,2175638e-006  0            
3,2678382e-006  0            
3,3181126e-006  0            
3,3683871e-006  0            
3,4186615e-006  0,002151934            
3,4689359e-006  0,021799172            
3,5192104e-006  0,027098345            
3,5694848e-006  0,029112097            
3,6197592e-006  0,028566506            
3,6700337e-006  0,017350187            
3,7203081e-006  0,0092516328            
3,7705825e-006  0,0070495802            
3,820857e-006  0,0002214259            
3,8711314e-006  0            
3,9214058e-006  0            
3,9716803e-006  0            
4,0219547e-006  0            
4,0722291e-006  0            
4,1225036e-006  0            
4,172778e-006  0            
4,2230524e-006  0            
4,2733269e-006  0            
4,3236013e-006  0            
4,3738757e-006  0,00066142902            
4,4241502e-006  0,0033864476            
4,4744246e-006  0,0048449811            
4,524699e-006  0,0079049334            
4,5749735e-006  0,0089653456            
4,6252479e-006  0,010233532            
4,6755223e-006  0,0068220246            
4,7257968e-006  0,0051840127            
4,7760712e-006  0,0053810479            
4,8263456e-006  0,0057154698            
4,8766201e-006  0,0061158218            
4,9268945e-006  0,0059028559            
4,9771689e-006  0,0068545997            
